standardized,pEC50
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=CN=C(F)C=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(F)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C1CCOC2=CC=CC=C21,7.259637311
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC(F)=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC(F)=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3CC3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
COCC(C1=CC=CC=C1)N1C(C2CCCO2)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,6.698970004
COCC(C1=CC=CC=C1)N1C(C2CCCO2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(C2CCCO2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(C2CCCO2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(C2CCCO2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCC(OCC3=CC=CC=C3)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(COC)C1=CC(F)=CC(F)=C1,8.301029996
COCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,8.301029996
CC(C)OCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC(F)=CC(F)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(COC)C1=CC(F)=CC(F)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC(F)=CC(F)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC(F)=CC(F)=C1,8.301029996
COCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=CC(C#N)=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C1=O,8.301029996
COCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)NN=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN(C)N=C3C)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N(C)N=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=CC=CC=C3C(N)=O)C=C2)C(=O)N1C(COC)C1=CC(F)=CC=C1,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=CC=CC=C3C(N)=O)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C#N)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=CN=C3)C=C2)C1=O,8.301029996
COCC(C1=CC(F)=CC(F)=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CN(C)C3=O)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C#N)C=CN=C3)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC(C(N)=O)=CC=C1,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=CN=C3)C=C2)C1=O,8.301029996
CC(C)OCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=CN=C3)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CC(C)OCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=NC=C3)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CC(C)OCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=C(F)C=C3)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CC(C)OCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CNC(=O)C1=CC=CC=C1C1=CC=C(S(=O)(=O)C2=C(O)N=C(COC(C)C)N(C(C3=CC=CC(C#N)=C3)C3CC3)C2=O)C=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(=O)NC)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(=O)NC)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=CC=CC=C3C#N)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=C(C(N)=O)C=C(F)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=CC=CC=C3C(N)=O)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=C(F)C=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=NC=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=CN=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=CN=C3)C=C2)C1=O,8.301029996
CCC(C1=CC(F)=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=C(F)C=C3)C=C2)C1=O,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C#N)C=NC=C3)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=C(F)C=C3)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CN(C)C3=O)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=CC=CC=C3C(=O)OC)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=CC=CN(C)C3=O)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCC(C1=CC=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)N=CC=C3)C=C2)C1=O,8.301029996
CN1C=CC=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(CC4CC4)N(C(C4=CC=CC(C#N)=C4)C4CC4)C3=O)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C=C(F)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)NN=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CC1=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(CC4CC4)N(C(C4=CC=CC(C#N)=C4)C4CC4)C3=O)C=C2)C=CN=C1,8.301029996
CC1=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(CC4CC4)N(C(C4=CC=CC(C#N)=C4)C4CC4)C3=O)C=C2)C=CC=N1,8.301029996
N#CC1=CC(C(C2CC2)N2C(CC3CC3)=NC(O)=C(S(=O)(=O)C3=CC=C(C4=C(C(N)=O)C=C(F)C=C4)C=C3)C2=O)=CC=C1,8.301029996
CCC(C1=CC(F)=CC(C#N)=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(N)=O)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CN(C)C3=O)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)N=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CN(C)C3=O)C=C2)C(=O)N1C(CC)C1=CC(F)=C(C#N)C=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC4=C3C(=O)NC4)C=C2)C(=O)N1C(C1=CC=CC(C#N)=C1)C1CC1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(F)C=C(C(N)=O)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CC)C1=CC(C#N)=NC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(CC)C1CCOCC1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC4=C3C(=O)NC4)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C4CNC(=O)C4=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C(N)=O)C(F)=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C1CCC2=C(C#N)C=CC=C21,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C1CCC2=C(C#N)C=CC=C21,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(C(=O)NC)=CC=C3)C=C2)C(=O)N1C1CCC2=C1C=C(C#N)C=C2,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C1CCC2=C1C=C(C#N)C=C2,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C1CCC2=C1C=C(C#N)C=C2,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(=O)NC)C=C2)C(=O)N1C1CCC2=C1C=C(C#N)C=C2,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=N1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=N1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C(=O)NC)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=N1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(C(=O)NC)=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=N1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCC(O)CC2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCC(O)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
COC1=CC=CC(OC)=C1NC(=S)NS(=O)(=O)C(C)CC1=NC=C(F)C=N1,7.769551079
COC1=CC=CC(OC)=C1NC(=S)NS(=O)(=O)C(C)C(OC)C1=NC=C(C)C=N1,9.698970004
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCN2C(=O)N(C)CCC2C)=NN=C1C1=NC(C)=CS1,8.537602002
CCOC(=O)C1=CC(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)=C(OC)C=C1,8.22184875
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1=CN(C)C=C1,8.346787486
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1CCNN1,7.387216143
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3=NOC4=CC=CC=C34)N2C2CCOCC2)N=C1,6.585026652
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CSC=N2)C(OC)=CC=C1,7.585026652
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=NC=CO2)C(OC)=CC=C1,7.148741651
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=CN=CN1C,7.698970004
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCN2C(=O)CCCC2C)=NN=C1C1=NC(C)=CS1,4.903089987
COC1=CC(OC)=C(CNCC2=C(OC)C=C(OC)C=C2)C=C1,8.27572413
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CC(O)C2=C(F)C=C(F)C=C2)=NN=C1C1=NN(C)C=C1,8.585026652
COC1=CC=CC(C)=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=CC=CS1,6.455931956
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(N2CCCC2=O)C=C1,7.619788758
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(N2CCC2=O)C=C1,7.958607315
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(N2CCOCC2=O)C=C1,6.522878745
COC1=C(N2C(N)=NN=C2C2=CC=CS2)C=C(N2CCC2=O)C=C1,8.455931956
COC1=C(N2C(NS(=O)(=O)CCC3=C(Br)C=C(F)C=C3)=NN=C2C2=CC=CS2)C=C(N2CCC2=O)C=C1,8.387216143
COC1=C(N2C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)=NN=C2C2=CC=CS2)C=C(N2CCC2=O)C=C1,9.619788758
COC1=C(N2C(N)=NN=C2C2=CC=CS2)C=C(Br)C=C1,6.440093375
CCN1C=CC(C(=O)NNC(=NS(=O)(=O)C(C)C(OC)C2=NC=C(F)C=N2)NC2=C(OC)C=CC=C2OC)=N1,8.920818754
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=NC=CS2)C(OC)=CC=C1,7.455931956
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CN=CS2)C(OC)=CC=C1,7.522878745
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CN=CO2)C(OC)=CC=C1,6.232102384
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=COC=N2)C(OC)=CC=C1,6.928117993
COC1=C(N2C(NS(=O)(=O)CCC3=C(Br)C=C(F)C=C3)=NN=C2C2=NC=CS2)C(OC)=CC=C1,7.610833916
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CSC=C2)C(OC)=CC=C1,8.026872146
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=NC(C)=CS1,7.769551079
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=NC=C(C)S1,6.627087997
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=NC=C(Cl)S2)C(OC)=CC=C1,6.48148606
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=NOC(C)=C1,7.148741651
COCC1=NC(C2=NN=C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)N2C2=C(OC)C=CC=C2OC)=CS1,7.013228266
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=C(C#N)C=C(F)C=C2)=NN=C1C1=NC(C)=CS1,8.886056648
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=C(C#N)C=C(F)C=C2)=NN=C1C1=CSC(C)=N1,7.508638306
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=CSC(C)=N1,7.568636236
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CCC2=C(C#N)C=C(F)C=C2)=NN=C1C1=NC(C(C)C)=CS1,7.508638306
CCC1=CSC(C2=NN=C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)N2C2=C(OC)C=CC=C2OC)=N1,4.903089987
CCC1=CSC(C2=NN=C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)N2C2=C(OC)C=CC=C2OC)=N1,7.958607315
CCC1=NC(C2=NN=C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)N2C2=C(OC)C=CC=C2OC)=CS1,7.207608311
COC1=C(N2C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)=NN=C2C2=NC(C3CC3)=CS2)C(OC)=CC=C1,8
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1=NC=CO1,7.356547324
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1=NNC(C)=C1,8.37675071
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1=COC=N1,7.552841969
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3=NN(C)C=C3)N2C2=C(F)C=CC=C2F)N=C1,7.958607315
