standardized,pEC50
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(C#N)C=C3)C=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=CC(C3=CN(C)N=C3C(F)(F)F)=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=CC(C3=CN=C(F)C=C3)=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=CC=C2C2=CN=C(F)C=C2)C1=O,7.259637311
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=CC=C2C2=CN(C)N=C2C(F)(F)F)C1=O,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(C)=NC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(OC)N=CC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
COC1=CC=CC(OC)=C1N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(F)C=NC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(Cl)=C(F)N=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=C(CN(C)C)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=C(C(=O)NC4CC4)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=NC(F)=CC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(OC)=NC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=C(C(N)=O)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(OCOC)=CC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3C#N)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC(C#N)=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=C(NC(=O)OC)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3COC)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(NC(=O)C4CC4)=NC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CC=C3F)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
COC1=CC=CC(OC)=C1N1C(C2CCCC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C)C=C2)C1=O,8.301029996
COC1=C(N2C(C3CCCC3)=NC(O)=C(S(=O)(=O)C3=CC=C(C4=CC(NC(=O)C5CC5)=NC=C4)C=C3)C2=O)C(OC)=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=CC=CC3=O)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=CC=CC3=O)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=CC(C)=CC3=O)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=C(F)C=CC3=O)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=C(C)C=CC3=O)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=C(C)C=CC3=O)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC=CS3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
COC1=C(N2C(C3CCCC3)=NC(O)=C(S(=O)(=O)C3=CC=C(C4CC4)C=C3)C2=O)C(OC)=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3CC3)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3CC3)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)NC3CC3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)NC)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)N3CC(F)(F)C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)N3CC(C)(O)C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)N3CCC(F)(F)C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)N3CCOCC3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C(=O)NC3=CN=C(F)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,7.259637311
COC1=CC=CC(OC)=C1N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=CC=N2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=C(C)OC(C)=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3CC3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3CC3)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C3=CC=C(F)C=C3)C=C2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=NC=C(C)C=C2)C(=O)N1C1=C(CC)C=CC=C1CC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCN(CC)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCN(C(=O)C3=CC=CC=C3)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCN(C(=O)C3=CC=C(Cl)C=C3)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCN(C(=O)C3CC3)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2CCN(C(=O)CC(F)(F)F)CC2)C(=O)N1C1=C(OC)C=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C1CCC2=CC=CC=C21,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C)C1=CC=CC(C#N)=C1,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C1=C(CC)C=CC=C1C#N,7.259637311
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(CC)C1=CC(OC)=CC=C1,7.259637311
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C)C1=CC=CC=C1,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C)C=C2)C(=O)N1C(C)C1=CC=CC=C1,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(C)C1=CC=CC=C1,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(C)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C1=C(CC)C=CC=C1C#N,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(C)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(C)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(OC)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=CC(C)=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3C)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(C)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(C)C1=CC=CC(C#N)=C1,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=[N+](C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CC)C1=CC(OC)=CC=C1,8.301029996
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CC2CC2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C)C1=CC=C(OC)C=C1,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C1=CC=CC=C1)C1CC1,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C)C1=CN=CC=C1,6.698970004
COCC(C1=CC=CC=C1)N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(CCC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C1=O,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(C)C1=CN=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(C)C1=CN=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(CC)C1=CC2=C(C=C1)OCO2,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(CC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(C)C1=CC=CC=C1OC,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C1CCCC2=CC=CC=C21,7.259637311
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(C)C1=CC=CC=C1OC,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(C)C1=CC=C(OC)C=C1,8.301029996
CCCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CO)C1=CC=CC=C1,8.301029996
CCCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(CO)C1=CC=CC=C1,8.301029996
CCCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,7.259637311
CCCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(CO)C1=CC=CC=C1,8.301029996
CCCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(CO)C1=CC=CC=C1,8.301029996
CCCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(CO)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC(C#N)=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(CC)C1=C2OCOC2=CC=C1,7.259637311
COC1=CC=CC(OC)=C1N1C(C2=CN=CC(C)=C2)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,7.259637311
COC1=CC=CC(OC)=C1N1C(C2=CN=CC(C)=C2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(C2=CC=C(F)C=C2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(C2=CN=CC(C)=C2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
COC1=CC=CC(OC)=C1N1C(C2=CN=CC(C)=C2)=NC(O)=C(S(=O)(=O)C2=CC=C(C3CC3)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,6.698970004
CCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,6.698970004
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=CC=CC3=O)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(N3C=C(Cl)C=CC3=O)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCCCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(C)N=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,7.259637311
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(Br)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C1=O,7.259637311
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,6.698970004
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C1CCC2=CC=CC=C21,7.259637311
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(Br)C=C2)C(=O)N1C(COC)C1=CC(F)=CC=C1,8.301029996
CC(C)OCC1=NC(O)=C(S(=O)(=O)C2=CC=C(Br)C=C2)C(=O)N1C1CCC2=CC=CC=C21,7.259637311
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(Br)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC(F)=C(Br)C=C2)C(=O)N1C(COC)C1=CC=CC(C#N)=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3CC3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)N=C(F)C=C3)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(OC)C=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,7.259637311
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C(COC)C1=CC=CC=C1,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CC1=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(COC(C)C)N(C4CCC5=CC=CC=C54)C3=O)C=C2)C=CC(F)=N1,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CN=C(F)C=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=C(F)C=C3)C=C2)C(=O)N1C1CCC2=CC=CC=C21,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)N=CC=C3)C=C2)C1=O,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC=C(C3=C(C)C=NC=C3)C=C2)C1=O,8.301029996
CC1=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(COC(C)C)N(C4CCC5=CC=CC=C54)C3=O)C=C2)C=CC=N1,8.301029996
CC1=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(COC(C)C)N(C4CCC5=CC=CC=C54)C3=O)C=C2)C=CN=C1F,8.301029996
CC1=C(C2=CC=C(S(=O)(=O)C3=C(O)N=C(COC(C)C)N(C4CCC5=CC=CC=C54)C3=O)C=C2)C=CN=C1,8.301029996
COCC(C1=CC=CC=C1)N1C(COC(C)C)=NC(O)=C(S(=O)(=O)C2=CC(F)=C(C3=C(C)C(F)=NC=C3)C=C2)C1=O,8.301029996
CCOCC1=NC(O)=C(S(=O)(=O)C2=CC=C(C3=CC(F)=CN=C3)C=C2)C(=O)N1C(CC)C1=CC=CC=C1,8.301029996
